"id","avg_rating","num_ratings","title","genres","year"
6704898,6.5,2,"Elisa y Marcela (2019)","Biography|Drama|Romance",2019
7893416,6.0,1,"Une jeunesse dorée (2019)","Drama",2019
8186318,10.0,1,"Overcomer (2019)","Drama|Sport",2019
10468872,9.0,1,"100%: Julian Edelman (2019)","Documentary",2019
10385460,7.0,1,"Shakuhachi: One Sound One Life (2019)","Documentary",2019
7052494,3.0,1,"Trading Paint (2019)","Action|Drama|Sport|Thriller",2019
8739240,9.0,1,"Running with Beto (2019)","Documentary",2019
10214842,3.0,1,"Milliard (2019)","Comedy|Crime|Thriller",2019
10313218,10.0,1,"Raising Kratos (2019)","Documentary",2019
8266310,7.0,7,"Blinded by the Light (2019)","Biography|Comedy|Drama|Musical",2019
8418126,8.0,1,"Lie Low (2019)","Drama|Thriller",2019
6535880,8.0,2,"Haunt (2019)","Horror|Thriller",2019
5433114,8.75,4,"Diego Maradona (2019)","Documentary|Sport",2019
4995776,6.48,31,"Operation Brothers (2019)","Drama|History|Thriller",2019
7083526,5.43,7,"Breakthrough (2019)","Biography|Drama",2019
7616798,7.13,15,"A Dog's Way Home (2019)","Adventure|Drama|Family",2019
6423362,6.03,72,"The Sun Is Also a Star (2019)","Drama|Romance",2019
10050782,8.67,3,"Grass is Greener (2019)","Documentary",2019
4139588,6.24,131,"Polar (2019)","Action|Crime|Drama|Thriller",2019
6903440,6.0,2,"Manikarnika: The Queen of Jhansi (2019)","Action|Biography|Drama|History",2019
10763914,5.0,1,"Dilsiz (2019)","Drama",2019
8752440,7.83,6,"Batman: Hush (2019)","Animation|Action|Adventure|Sci-Fi",2019
6264938,7.5,6,"Kesari (2019)","Action|Drama|History|War",2019
10199640,7.5,2,"Dylda (2019)","Drama",2019
8660788,7.0,1,"10 giorni senza mamma (2019)","Comedy",2019
6476140,5.48,62,"Serenity (2019)","Drama|Mystery|Sci-Fi|Thriller",2019
8695030,4.74,58,"The Dead Don't Die (2019)","Comedy|Fantasy|Horror",2019
8350360,5.72,149,"Annabelle Comes Home (2019)","Horror|Mystery|Thriller",2019
7645122,7.0,2,"Plus One (2019)","Comedy|Drama|Romance",2019
8079248,6.83,87,"Yesterday (2019)","Comedy|Fantasy|Music|Musical|Romance",2019
8515700,8.0,2,"Il campione (2019)","Drama",2019
7752126,6.47,135,"Brightburn (2019)","Horror|Sci-Fi",2019
2395469,8.18,11,"Gully Boy (2019)","Drama|Music",2019
8550208,7.0,4,"Romeo Akbar Walter (2019)","Action|Drama|Thriller",2019
6566768,5.5,2,"Native Son (2019)","Drama",2019
5037840,3.25,4,"Drunk Parents (2019)","Comedy",2019
7278824,8.0,2,"Il primo re (2019)","Drama|History",2019
10726756,8.0,1,"Pretty Boys (2019)","Comedy|Drama",2019
9764556,4.0,1,"Sadako (2019)","Horror",2019
1618434,6.05,270,"Murder Mystery (2019)","Action|Comedy|Mystery|Romance",2019
3170458,4.0,1,"A Violent Separation (2019)","Crime|Thriller",2019
5092484,3.0,1,"Beneath Us (2019)","Horror|Thriller",2019
3257794,6.0,1,"Music Teacher (2019)","Drama",2019
8760684,8.87,23,"Apollo 11 (2019)","Documentary|History",2019
10208198,7.5,6,"The Gangster, the Cop, the Devil (2019)","Action|Crime|Drama",2019
9614090,8.67,3,"I Love You, Now Die: The Commonwealth v. Michelle Carter (2019)","Documentary",2019
9815714,5.62,8,"The Hard Way (2019)","Action",2019
9426186,5.0,3,"Revenger (2019)","Action|Crime|Thriller",2019
8785426,4.0,1,"Jabariya Jodi (2019)","Action|Comedy|Drama|Romance",2019
9052870,9.0,1,"Chhichhore (2019)","Comedy|Drama",2019
8359822,8.0,1,"Le jeune Ahmed (2019)","Drama",2019
5577494,9.0,1,"Clemency (2019)","Drama",2019
437086,7.4,315,"Alita: Battle Angel (2019)","Action|Adventure|Sci-Fi|Thriller",2019
9536832,10.0,1,"Kitbull (2019)","Animation|Short|Drama|Family",2019
6988116,3.0,1,"Kalank (2019)","Action|Drama|History|Romance",2019
8747308,7.0,1,"Baantjer: Het Begin (2019)","Crime|Drama",2019
8991268,10.0,1,"Honeyland (2019)","Documentary|Drama",2019
8471716,5.0,1,"Verliefd op Cuba (2019)","Comedy|Drama|Romance",2019
7458762,7.29,7,"Le chant du loup (2019)","Action|Drama",2019
1946502,3.5,4,"UglyDolls (2019)","Animation|Adventure|Comedy|Family|Fantasy|Musical",2019
10521638,4.5,2,"Whitney Cummings: Can I Touch It? (2019)","Comedy",2019
6511932,5.67,6,"The Beach Bum (2019)","Comedy",2019
5932728,8.09,88,"The Professor and the Madman (2019)","Biography|Drama|Mystery|Thriller",2019
8647400,5.0,1,"De De Pyaar De (2019)","Comedy|Romance",2019
7634968,6.48,25,"What Men Want (2019)","Comedy|Fantasy|Romance",2019
7167686,7.04,25,"Reign of the Supermen (2019)","Animation|Action|Sci-Fi",2019
6292852,6.7,77,"I Am Mother (2019)","Drama|Horror|Sci-Fi|Thriller",2019
10541028,9.0,1,"Gotro (2019)","Drama",2019
6198946,5.67,15,"The Hole in the Ground (2019)","Horror",2019
6189022,6.96,135,"Angel Has Fallen (2019)","Action",2019
1950186,10.0,1,"Ford v Ferrari (2019)","Action|Biography|Drama|Sport",2019
6986710,7.0,1,"The Accidental Prime Minister (2019)","Biography|Drama",2019
8856090,7.0,1,"Before You Know It (2019)","Comedy",2019
7339248,6.0,1,"The Art of Self-Defense (2019)","Comedy",2019
3861390,6.95,105,"Dumbo (2019)","Adventure|Family|Fantasy",2019
6127004,6.0,1,"Paradise Hills (2019)","Fantasy",2019
7694570,10.0,1,"The Final Quarter (2019)","Documentary|Biography|History|Sport",2019
6612946,5.5,2,"Changeland (2019)","Comedy|Drama",2019
7555072,6.0,1,"Top End Wedding (2019)","Comedy",2019
8948208,7.67,3,"Foxtrot Six (2019)","Action|Drama|Sci-Fi",2019
9573980,7.58,31,"Leaving Neverland (2019)","Documentary",2019
8775960,9.0,1,"Black Hat (2019)","Short|Drama",2019
10243678,6.75,4,"Chopsticks (2019)","Comedy|Drama",2019
9507276,8.5,2,"Saga of Tanya the Evil Movie (2019)","Animation|Action|Adventure|Fantasy|War",2019
8299654,8.0,1,"At the Heart of Gold: Inside the USA Gymnastics Scandal (2019)","Documentary",2019
5688068,9.0,1,"Above Suspicion (2019)","Action|Crime|Thriller",2019
1979376,8.58,444,"Toy Story 4 (2019)","Animation|Adventure|Comedy|Family|Fantasy",2019
10521814,9.0,2,"K-12 (2019)","Fantasy|Horror|Musical",2019
10438648,6.75,4,"Katherine Ryan: Glitter Room (2019)","Comedy",2019
8649224,5.0,1,"Kubo Ibuki (2019)","Action|Drama|Thriller|War",2019
2481498,7.16,107,"Extremely Wicked, Shockingly Evil and Vile (2019)","Biography|Crime|Drama|Thriller",2019
8976710,5.25,12,"Sextuplets (2019)","Comedy",2019
9298196,4.0,1,"Roll'em (2019)","Drama",2019
9097148,6.0,1,"All in My Family (2019)","Documentary|Short|Family",2019
8497794,8.0,2,"Still Human (2019)","Drama",2019
7129636,10.0,1,"Hair Love (2019)","Animation|Short|Family",2019
10942816,9.0,1,"Battle at Big Rock (2019)","Short|Action|Adventure|Fantasy|Sci-Fi",2019
2452244,5.42,114,"Isn't It Romantic (2019)","Comedy|Fantasy|Romance",2019
9765144,6.0,1,"The Odd Family: Zombie on Sale (2019)","Comedy|Horror",2019
9412098,7.39,64,"Fyre (2019)","Documentary|Music",2019
7343762,6.75,20,"Good Boys (2019)","Comedy",2019
5503686,6.78,9,"Hustlers (2019)","Comedy|Crime|Drama|Thriller",2019
10376958,5.5,2,"Mike Epps: Only One Mike (2019)","Comedy",2019
4444956,5.5,2,"Once Upon a Time in London (2019)","Crime",2019
10376844,7.0,3,"Adam Devine: Best Time of Our Lives (2019)","Comedy",2019
10376068,7.0,5,"The Unauthorized Bash Brothers Experience (2019)","Short|Comedy|Music|Sport",2019
6964076,7.0,2,"Pavarotti (2019)","Documentary|Biography|Music",2019
9056818,7.0,3,"Last Breath (2019)","Documentary",2019
8858104,7.31,16,"Guava Island (2019)","Comedy|Thriller",2019
9882084,10.0,5,"Chasing Happiness (2019)","Documentary",2019
4169146,10.0,1,"Give Me Liberty (2019)","Comedy",2019
10327712,7.0,1,"LEGO DC: Batman - Family Matters (2019)","Animation",2019
7738048,5.67,3,"Bad Police (2019)","Action",2019
6869362,7.0,1,"Gente que viene y bah (2019)","Comedy",2019
8983202,8.0,2,"Kabir Singh (2019)","Action|Drama|Romance",2019
10495746,6.75,4,"Dua Garis Biru (2019)","Drama|Family",2019
7352942,6.0,1,"Yumorist (2019)","Biography|Drama",2019
9015306,9.0,1,"ZZ Top: That Little Ol' Band from Texas (2019)","Documentary|Biography|Music",2019
5977276,6.48,31,"The Aftermath (2019)","Drama|Romance|War",2019
9501310,7.5,8,"Meitantei Conan: Konjo no fisuto (2019)","Animation|Action|Adventure|Mystery|Romance",2019
5848416,6.75,4,"Walk. Ride. Rodeo. (2019)","Drama",2019
7016254,8.0,4,"Synonymes (2019)","Drama",2019
5941692,5.29,7,"Miss Bala (2019)","Action|Drama|Thriller",2019
1833116,6.33,3,"The Informer (2019)","Crime|Drama",2019
3513498,7.14,69,"The Lego Movie 2: The Second Part (2019)","Animation|Action|Adventure|Comedy|Family|Fantasy|Musical",2019
8054608,8.0,1,"Gospod postoi, imeto i' e Petrunija (2019)","Drama",2019
5629084,9.0,1,"Superpower Dogs (2019)","Documentary",2019
837563,5.84,122,"Pet Sematary (2019)","Horror|Mystery|Thriller",2019
6895284,5.0,1,"Itsy Bitsy (2019)","Fantasy|Horror|Mystery|Thriller",2019
6772804,4.47,15,"Escape Plan: The Extractors (2019)","Action|Thriller",2019
8006460,8.0,1,"Rashid &amp; Rajab (2019)","Comedy",2019
9537532,1.0,2,"Play or Die (2019)","Horror",2019
8101766,6.0,2,"Ray Romano: Right Here, Around the Corner (2019)","Documentary|Comedy",2019
7721800,7.43,7,"Bharat (2019)","Action|Drama",2019
3864056,7.29,7,"The Goldfinch (2019)","Drama",2019
9358044,9.0,1,"Hail Satan? (2019)","Documentary",2019
7485048,8.86,7,"Super 30 (2019)","Biography",2019
8364368,6.03,154,"Crawl (2019)","Action|Adventure|Horror|Thriller",2019
7349950,6.87,228,"It Chapter Two (2019)","Horror",2019
10106416,10.0,1,"Honor Project Documentary (2019)","Documentary",2019
8663516,5.29,136,"Child's Play (2019)","Horror",2019
7456310,6.26,210,"Anna (2019)","Action|Thriller",2019
5822564,5.03,104,"The Kitchen (2019)","Action|Crime|Drama",2019
3387520,6.09,214,"Scary Stories to Tell in the Dark (2019)","Horror|Mystery|Thriller",2019
8400758,8.33,3,"Killers Anonymous (2019)","Action|Crime|Mystery|Thriller",2019
9169592,5.5,2,"Wanda Sykes: Not Normal (2019)","Comedy",2019
9817258,8.2,5,"Jimmy Carr: The Best of Ultimate Gold Greatest Hits (2019)","Comedy",2019
10121762,9.0,1,"Uriyadi 2 (2019)","Action|Thriller",2019
9652730,9.0,1,"National Theatre Live: All About Eve (2019)","Drama",2019
8980868,10.0,1,"Purl (2019)","Animation|Short",2019
8708304,3.5,2,"I Trapped the Devil (2019)","Drama|Horror|Mystery",2019
9775360,6.75,4,"Batman vs. Teenage Mutant Ninja Turtles (2019)","Animation|Action|Adventure|Comedy|Crime|Fantasy|Sci-Fi",2019
6348410,7.0,1,"Hala (2019)","Drama",2019
10370932,9.0,1,"Magamuni (2019)","Crime|Drama|Thriller",2019
6985094,8.0,3,"Bae-sim-won (2019)","Drama",2019
10208548,7.0,1,"Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi (2019)","Animation|Action|Adventure|Family",2019
7671064,8.0,2,"Brittany Runs A Marathon (2019)","Comedy|Drama",2019
8637428,8.33,6,"The Farewell (2019)","Comedy|Drama",2019
9358052,7.83,6,"Knock Down the House (2019)","Documentary",2019
7736478,7.0,1,"Il traditore (2019)","Drama",2019
7584702,4.5,2,"Wake Up (2019)","Action|Crime|Thriller",2019
9435162,6.0,1,"DreadOut (2019)","Adventure|Fantasy|Horror|Mystery|Thriller",2019
7734218,6.74,80,"Stuber (2019)","Action|Comedy",2019
1478839,6.15,116,"The Art of Racing in the Rain (2019)","Comedy|Drama",2019
6857112,6.63,488,"Us (2019)","Horror|Thriller",2019
10050766,5.0,1,"Brené Brown: The Call to Courage (2019)","Documentary|Drama",2019
9252508,6.56,9,"Tall Girl (2019)","Comedy",2019
5952594,7.33,15,"The Mustang (2019)","Drama",2019
6021482,7.0,1,"American Exit (2019)","Adventure|Drama",2019
6513120,7.16,91,"Fighting with My Family (2019)","Biography|Comedy|Drama|Sport",2019
6348138,7.0,11,"Missing Link (2019)","Animation|Adventure|Comedy|Family|Fantasy",2019
6139732,7.57,433,"Aladdin (2019)","Adventure|Comedy|Family|Fantasy|Musical|Romance",2019
5431890,7.0,9,"Official Secrets (2019)","Biography|Drama|Romance|Thriller|War",2019
10810424,8.62,42,"Dave Chappelle: Sticks &amp; Stones (2019)","Comedy",2019
9358204,7.52,31,"The Great Hack (2019)","Documentary",2019
8385474,6.67,3,"A Dog's Journey (2019)","Adventure|Comedy|Drama|Family|Fantasy",2019
8179388,5.27,22,"Rim of the World (2019)","Action|Adventure|Comedy|Sci-Fi",2019
8836988,6.43,7,"Avengement (2019)","Action|Crime",2019
7605074,7.06,17,"The Wandering Earth (2019)","Drama|Sci-Fi",2019
10662450,4.0,1,"Enter the Anime (2019)","Documentary",2019
10551118,10.0,1,"Zombie Tidal Wave (2019)","Action|Adventure|Comedy|Horror|Sci-Fi|Thriller",2019
4463894,6.7,69,"Shaft (2019)","Action|Comedy|Crime",2019
10856726,8.64,22,"Travis Scott: Look Mom I Can Fly (2019)","Documentary|Music",2019
8193790,7.0,1,"Le daim (2019)","Comedy",2019
7581552,8.0,1,"Unda (2019)","Action|Comedy|Thriller",2019
8615732,6.0,1,"Bratstvo (2019)","Action|Drama|War",2019
8562562,8.08,12,"Witness (2019)","Thriller",2019
7286456,7.0,9,"Joker (2019)","Crime|Drama|Thriller",2019
6105098,7.4,335,"The Lion King (2019)","Animation|Adventure|Drama|Family|Musical",2019
8174450,10.0,1,"The Other Side of Heaven 2: Fire of Faith (2019)","Drama",2019
1648186,7.0,4,"Fisherman's Friends (2019)","Comedy|Drama|Musical",2019
7798634,6.26,292,"Ready or Not (2019)","Horror|Mystery|Thriller",2019
7869070,7.0,1,"The Fanatic (2019)","Thriller",2019
6063090,6.82,11,"Light of My Life (2019)","Drama",2019
6095472,7.24,17,"The Angry Birds Movie 2 (2019)","Animation|Adventure|Comedy|Family",2019
6155456,5.8,5,"Juanita (2019)","Drama",2019
8975028,5.0,2,"American Hangman (2019)","Thriller",2019
10151260,7.89,9,"Welad Rizk 2 (2019)","Action|Comedy|Crime|Drama|Thriller",2019
2762506,7.5,2,"Bacurau (2019)","Action|Adventure|Mystery|Sci-Fi|Thriller|Western",2019
6146586,7.5,499,"John Wick: Chapter 3 - Parabellum (2019)","Action|Crime|Thriller",2019
9663702,6.8,5,"The Secret Men Club (2019)","Comedy",2019
1860242,7.16,127,"The Highwaymen (2019)","Biography|Crime|Drama|Mystery|Thriller",2019
1488606,6.67,277,"Triple Frontier (2019)","Action|Adventure|Crime|Drama|Thriller",2019
2386490,7.84,81,"How to Train Your Dragon: The Hidden World (2019)","Animation|Action|Adventure|Comedy|Family|Fantasy",2019
6016744,9.33,3,"Impeachment (2019)","Documentary|History",2019
8378126,8.0,1,"Dronningen (2019)","Drama",2019
10524262,8.0,1,"Missing 411: The Hunted (2019)","Documentary",2019
8000908,1.0,1,"Robert the Bruce (2019)","History",2019
7616148,9.0,1,"Luce (2019)","Drama",2019
8563452,6.0,1,"Crypto (2019)","Crime|Drama|Thriller",2019
10084190,6.0,1,"Chandigarh amritsar chandigarh (2019)","Comedy|Drama|Romance",2019
9351746,10.0,1,"Love, Antosha (2019)","Documentary",2019
10015812,6.0,1,"Death Whisper (2019)","Horror",2019
8160262,5.0,4,"El Hijo (2019)","Thriller",2019
10127562,2.0,1,"Dragon Quest: Your Story (2019)","Animation|Adventure|Fantasy",2019
7058080,7.5,2,"Angel of Mine (2019)","Drama|Thriller",2019
441881,8.0,1,"Danger Close: The Battle of Long Tan (2019)","Action|Drama|War",2019
7533152,7.83,48,"The Boy Who Harnessed the Wind (2019)","Drama",2019
9351980,8.0,7,"American Factory (2019)","Documentary",2019
6256978,7.5,2,"Framing John DeLorean (2019)","Documentary|Biography|Drama",2019
8621438,10.0,1,"Anandi Gopal (2019)","Biography",2019
9860728,5.4,5,"Falling Inn Love (2019)","Comedy|Romance",2019
7402400,8.0,1,"Swoon (2019)","Romance",2019
5598292,5.5,6,"Polaroid (2019)","Drama|Horror|Thriller",2019
6722030,6.74,19,"The Intruder (2019)","Drama|Horror|Mystery|Thriller",2019
3038708,5.33,3,"Iron Sky: The Coming Race (2019)","Action|Adventure|Comedy|Sci-Fi",2019
9737688,8.0,4,"Friend Zone (2019)","Comedy|Romance",2019
9239888,7.0,2,"Lo spietato (2019)","Crime|Drama",2019
5938950,7.0,1,"Mystify: Michael Hutchence (2019)","Documentary",2019
7107576,7.0,1,"Scary Stories (2019)","Documentary",2019
7946216,5.0,1,"Depraved (2019)","Drama|Horror|Thriller",2019
9562694,2.0,2,"Alien Warfare (2019)","Action|Sci-Fi",2019
1158939,5.0,1,"Never Grow Old (2019)","Action|Drama|Western",2019
8041276,7.85,20,"Paddleton (2019)","Comedy|Drama",2019
6426234,1.0,1,"Hep Yek 3 (2019)","Comedy",2019
5990444,5.0,3,"The Trap (2019)","Comedy",2019
6563576,6.5,2,"The Queen's Corgi (2019)","Animation|Comedy|Family",2019
8488126,7.0,4,"The Inventor: Out for Blood in Silicon Valley (2019)","Documentary",2019
3256226,4.81,57,"IO (2019)","Adventure|Drama|Romance|Sci-Fi",2019
8613876,3.6,10,"Kidnapping Stella (2019)","Thriller",2019
9271164,3.5,2,"Only Mine (2019)","Drama|Thriller",2019
9419834,3.71,24,"Secret Obsession (2019)","Drama|Thriller",2019
8919396,6.0,1,"Muklawa (2019)","Drama",2019
2935510,7.22,78,"Ad Astra (2019)","Adventure|Drama|Mystery|Sci-Fi|Thriller",2019
8743064,4.85,13,"See You Yesterday (2019)","Action|Adventure|Crime|Drama|Sci-Fi|Thriller",2019
7903530,6.0,3,"We Die Young (2019)","Drama",2019
7670276,7.0,1,"Lyubovnitsy (2019)","Comedy",2019
3009772,7.0,1,"Ode to Joy (2019)","Comedy",2019
10017680,5.0,1,"P fung bou (2019)","Action|Crime",2019
4180560,5.72,18,"Otherhood (2019)","Comedy",2019
6890618,8.0,3,"Money (2019)","Action|Crime",2019
9597190,4.0,1,"Pegasus (2019)","Comedy|Sport",2019
7670212,7.0,1,"Der goldene Handschuh (2019)","Crime|Drama|Horror|Thriller",2019
9629026,6.0,1,"xiao zhu pei qi guo da nian (2019)","Animation|Family",2019
8986808,6.0,1,"Monstri. (2019)","Drama|Romance",2019
10500136,7.33,3,"Mohammed Hussain (2019)","Comedy",2019
8758086,5.5,2,"Mercy Black (2019)","Horror|Mystery|Thriller",2019
9541602,8.08,24,"Geukhanjikeob (2019)","Action|Comedy",2019
5886046,6.69,188,"Escape Room (2019)","Action|Adventure|Horror|Mystery|Thriller",2019
3692082,5.0,1,"The 16th Episode (2019)","Horror",2019
9426212,8.38,8,"Gabriel &quot;Fluffy&quot; Iglesias: One Show Fits All (2019)","Documentary|Comedy",2019
8772262,7.09,65,"Midsommar (2019)","Drama|Horror|Mystery|Thriller",2019
2499472,6.14,28,"Point Blank (2019)","Action|Thriller",2019
2274648,5.01,99,"Hellboy (2019)","Action|Adventure|Fantasy|Horror|Sci-Fi",2019
9288776,7.0,1,"Baishe: Yuanqi (2019)","Animation|Fantasy|Romance",2019
7054636,7.5,2,"A Madea Family Funeral (2019)","Comedy",2019
8323104,5.67,3,"Nancy Drew and the Hidden Staircase (2019)","Crime|Drama|Family|Mystery",2019
9690762,6.0,1,"Yang tai shang (2019)","Drama|Romance",2019
6062774,7.0,1,"Monos (2019)","Drama|Thriller",2019
10627720,9.0,1,"Nezha zhi motong jiangshi (2019)","Animation|Fantasy|Thriller",2019
8085790,7.09,11,"Little (2019)","Comedy|Fantasy|Romance",2019
8239806,6.0,1,"The White Storm 2: Drug Lords (2019)","Action",2019
9685644,10.0,1,"Soul: Rooh (2019)","Short|Drama",2019
9398640,6.5,2,"Between Two Ferns: The Movie (2019)","Comedy",2019
